GS_minus_C0,RCS_minus_C0,RCS_minus_GS,replicate
-0.0010172454260607422,-0.0018537810656131803,-0.0008365356395524381,270
-0.0009773868840995403,-0.0017204658303417997,-0.0007430789462422593,271
-0.0024578482759430864,-0.002803007195093188,-0.00034515891915010144,272
-0.001498085644605296,-0.002070631198717532,-0.000572545554112236,273
-0.002522922433882524,-0.0026834016223736823,-0.00016047918849115828,274
-0.0020937184468183823,-0.002317136010718812,-0.00022341756390042988,275
-0.0016507034108176333,-0.0014181751293882439,0.00023252828142938942,276
-0.0026273342106835074,-0.0023656768949232854,0.000261657315760222,277
-0.0020895724580727304,-0.0022618319569056577,-0.00017225949883292735,278
-0.003134393885627751,-0.0030141649244426194,0.00012022896118513149,279
-0.0024668639931091363,-0.002349675901868742,0.00011718809124039442,280
-0.0015224646214152537,-0.0025786752045853234,-0.0010562105831700697,281
-0.0029080292825379717,-0.002984665510034179,-7.663622749620735e-05,282
-0.003349895777810308,-0.0027972953078676532,0.0005526004699426545,283
-0.0037561409896900155,-0.003384022594483449,0.00037211839520656653,284
-0.001615873648463273,-0.00220641092396745,-0.0005905372755041771,285
-0.00164320826134845,-0.0018937483885300699,-0.0002505401271816199,286
-0.00040791647891424976,-0.0014110943343764726,-0.0010031778554622228,287
-0.003172156302008844,-0.003476902275013738,-0.00030474597300489403,288
-0.003729453759621526,-0.003928495502110829,-0.00019904174248930318,289
-0.004163446716553554,-0.0040970172396566085,6.642947689694534e-05,290
-0.002566325351858967,-0.0024941267956388735,7.21985562200933e-05,291
-0.003265581976276244,-0.0036789316570043917,-0.0004133496807281478,292
-0.0016223960213490596,-0.0019464752994174939,-0.0003240792780684343,293
-0.0032023210528377977,-0.0028939632520624814,0.00030835780077531627,294
-0.003028930335136071,-0.0021475514451249067,0.0008813788900111641,295
-0.0014721153779343465,-0.002259411541935319,-0.0007872961640009724,296
-0.002695520707600152,-0.002656182901876858,3.933780572329404e-05,297
-0.0018198359474059789,-0.002358287512626678,-0.0005384515652206989,298
-0.0022604159128973844,-0.0027628975040110415,-0.0005024815911136571,299
-0.002334719411454911,-0.0025957879191529365,-0.0002610685076980257,300
-0.0017035781625214241,-0.001832010765098202,-0.0001284326025767779,301
-0.0031221199140175626,-0.0029681943055437365,0.00015392560847382608,302
-0.002267655435875593,-0.0024546188965575144,-0.0001869634606819215,303
-0.0017973650454640167,-0.0009253550205559069,0.0008720100249081097,304
-0.0013128197564840072,-0.0024349756687077617,-0.0011221559122237545,305
-0.0036478703688329617,-0.0036653265861741335,-1.7456217341171865e-05,306
-0.0028229879842402994,-0.0024711136657997734,0.00035187431844052597,307
-0.001616888405493122,-0.0017151707440332675,-9.828233854014545e-05,308
-0.003422939523096913,-0.003310207869060333,0.0001127316540365797,309
-0.0012932140335437659,-0.0018423975926242786,-0.0005491835590805128,310
-0.0019404512706211463,-0.002518984996091933,-0.0005785337254707867,311
-0.00305133530265711,-0.002708279250914658,0.0003430560517424519,312
-0.0016965312992771597,-0.002324438438629617,-0.0006279071393524571,313
-0.0025468510138306755,-0.003599766425381956,-0.0010529154115512807,314
-0.001547317140278337,-0.0023154996498140346,-0.0007681825095356976,315
-0.0033770182729265796,-0.002652242726509102,0.0007247755464174777,316
-0.002429806638930332,-0.0023368906429585,9.291599597183176e-05,317
-0.0022002852272995366,-0.0031170170922331097,-0.0009167318649335732,318
-0.002268357965642509,-0.0016393670219766454,0.0006289909436658636,319
